運動,0.738807190258
樂器,0.68319302521
數學,0.531505779083
昆蟲,0.522788286327
五專,0.493854504747
節能,0.48476911549
登革熱,0.462845059491
圖書,0.458176612881
生命,0.455734485521
長輩,0.447744368565
職工,0.441808283839
服務,0.43637553917
國防,0.431292217769
針灸,0.426962005735
書館,0.419377558465
法製,0.417723859919
診病,0.416950756095
學生會,0.413739067055
圖書館,0.413559647864
品德,0.412359529936
商品,0.407507839986
用戶,0.405101350365
測試,0.404710718946
青年,0.40268279806
建築,0.402574859871
櫻花,0.402447894233
流感,0.401153978637
專利,0.393249862232
用藥,0.388544229726
土地,0.386494804357
匈牙利,0.384403048498
動畫,0.382378819359
情緒,0.375428258479
法製教育,0.372307038331
能源,0.367164217764
體驗,0.359175554506
孩子,0.354119937975
情感,0.347557229942
製服,0.346595920282
防災,0.34366563179
口罩,0.33884914585
鴨子,0.336536139821
中醫,0.335899673689
遊泳,0.334856664634
設備,0.333659178574
體育,0.325573488011
教育,0.325171147566
皮膚,0.319857094087
毒品,0.319469699997
品德教育,0.319077113381
學校,0.318415401216
麵試,0.312610325561
設計師,0.312226247532
裂縫,0.310144892442
偏嚮,0.30980064244
美術課,0.306904363202
實習,0.30543667433
他們,0.303472760917
用者,0.299265670379
使用者,0.299265670379
審查,0.298241465455
産品,0.293758375731
勞動,0.293176254555
高齡,0.290458161236
道德,0.288610644007
基地,0.285095799403
文化,0.284704753177
宣導,0.284246361322
汽車,0.283646099213
裏頭,0.279987223804
造型,0.279626040888
變態,0.278208969732
會長,0.278206420469
助理,0.275071541776
教師,0.273806546766
然後,0.272860508197
的話,0.270943892135
法律,0.265649965981
大風,0.264350235918
中風,0.262235738938
研發,0.261291184043
創作,0.261150004877
消費,0.260592310046
華語,0.259710379995
維修,0.256197384454
學生,0.254847138032
贊助,0.24952230726
那個,0.249026209389
入學,0.247987935002
六月,0.246310718398
視覺,0.246166180502
科教,0.245594579331
社區,0.244057816675
無印良品,0.243276345289
藍圖,0.242349884333
使用,0.241306438777
錄音,0.239237672142
人權,0.238845031566
噴射,0.238375568997
梯次,0.238130494416
國際,0.234884247523
科大,0.234412171414
謝謝,0.23397677416
癌癥,0.232663793065
頻寬,0.231601429124
電腦,0.230221358275
形象,0.224667553269
北韓,0.2239300218
上麵,0.223100051462
部分,0.221551375732
承租,0.221540696294
部長,0.221499938004
勒令,0.219307324928
組織,0.21831470958
拒絕,0.217896080407
郭颱銘,0.217768861032
可能,0.217750801354
藝術,0.217700184699
調味,0.217436331756
颱灣,0.217022947379
授權,0.21605579102
更新,0.215650338244
消費者,0.215161778161
非盈利,0.211335139766
老師,0.21097855547
校長,0.210565880175
衛星,0.209909413103
雲林,0.209453797273
同學,0.20937449044
科學,0.209179752124
半場,0.208885198629
大傢,0.207649090692
産業,0.206922332399
骨乾,0.206671267966
報名,0.206604768182
繼子,0.206216405031
攻讀,0.206200904733
論文,0.205418191004
國民,0.204583740946
早産,0.204321916283
創業,0.204204853395
國際事務,0.203992995832
冰棒,0.203803212852
飛行,0.203312752575
整個,0.203131642604
輻射,0.20311331286
慘烈,0.202708303468
大學,0.202599958085
小記,0.201283141178
苗栗,0.200355480245
資訊,0.200239972697
學習,0.199776034667
閱讀,0.198044062105
見習,0.197356575315
業界,0.197131988601
緬甸,0.196659605947
下半場,0.196597834004
租金,0.196548947736
地價,0.196548947736
達文西,0.196312748229
製造,0.195938385115
保育,0.195796463896
國道,0.195722637244
治療,0.194962277418
閩南語,0.194077269116
東西,0.193332991146
中心,0.192345005948
瞭望,0.191993407842
背包,0.19193569231
大陸,0.191667685364
很多,0.191571915915
書包,0.191481842228
怎麼,0.190892097163
逢甲,0.190455578001
多元,0.189921934912
剋爾,0.1896406714
國手,0.189257701948
跑步,0.189025525513
活動,0.188819074357
花糖,0.188715634769
符號,0.188506443205
靈感,0.188316435807
故事,0.187569212102
國防教育,0.187512284456
病毒,0.18693015494
高中,0.186529917324
閩南,0.185721527515
大概,0.184962660862
牙綫,0.184757881572
班級,0.184614780014
過程,0.184318374821
老人,0.183715951569
基金,0.183132727161
科技,0.182136538507
樣子,0.181988330167
辦公室,0.181317397155
公室,0.181317397155
發音,0.181197390809
多座,0.181037025469
美術,0.180739988732
公開賽,0.180708921653
迴路,0.180673804343
費率,0.180345802633
夢工廠,0.179965186263
公告,0.179712004377
寒假,0.179707841526
破碎,0.179417825948
牢固,0.178940403019
副校長,0.178900350349
駕駛,0.178898054328
放大,0.178238738365
旅客,0.177831216494
機場,0.177831216494
分流,0.177490327192
石頭,0.177277057747
辦公,0.177160468813
下月,0.177037759367
盈利,0.176958480329
尊重,0.176464150063
海洋,0.176366169253
手工,0.176294780846
教材,0.176251700237
這樣,0.175921068471
棉花,0.175884376907
一塊,0.17525159224
電路,0.175246644346
非常,0.175209223623
梅剋爾,0.174469417688
計劃,0.174257927162
書法,0.174215088825
老鷹,0.174215088825
教學,0.173684265726
學童,0.172590816807
職業,0.17197425017
藉書,0.171749408391
二階,0.171263983348
第二階段,0.171263983348
學術,0.170855361622
腸癌,0.170796326169
大腸癌,0.170796326169
哲學,0.17059726406
行動計劃,0.170406841432
品牌,0.17010040924
賬戶,0.169983259185
展覽,0.169909489898
國小,0.169878009278
相當,0.169542761408
法則,0.169413037589
病患,0.169029323829
國中,0.169007139948
新聞,0.168817757952
病人,0.168788968746
教學資源,0.168103686254
什麼,0.168054756369
木馬,0.168044609806
瞭望颱,0.167994231862
那麼,0.166936502597
交流,0.166824717996
水流,0.166602266952
連隊,0.166484383736
拔河,0.166484383736
小學,0.166477709372
科長,0.164264824606
公司,0.163596683568
公約,0.163451870487
武器,0.163408331783
申請,0.16311542995
旅遊,0.16291785813
網路,0.162667598684
創新,0.16257961336
麻雀,0.162259788928
數據,0.161509570777
當中,0.16137084957
自由車,0.16105558216
石闆路,0.160712428332
退休,0.160618097202
臨床,0.160110752151
中醫藥,0.160110752151
計程車,0.159950015572
計程,0.159950015572
博覽會,0.159938550365
博覽,0.159938550365
作品,0.15958431307
應該,0.159533728232
心肺,0.159384274829
文字,0.159006836464
蟑螂,0.158976554132
完全變態,0.158976554132
木瓜,0.158513609996
著名,0.158486915845
